ID,Sexo,Idoso,Casado,Dependentes,TempoContrato,Telefone,LinhasMultiplas,Internet,AntiVirus,Backup,Seguro,Suporte,TV,Filmes,TipoContrato,ContaDigital,MetodoPagto,CustoMensal,CustoTotal,ClasseTempoContrato,Churn,ChurnProb
0018-NYROU,Feminino,False,True,False,5,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Conta Eletronica,68.95,351.5,Classe_00_12,True,0.8166387682984465
1448-PWKYE,Masculino,False,True,True,1,True,False,Fibra,False,False,False,False,False,True,Mensal,False,Conta Eletronica,80.0,80.0,Classe_00_12,True,0.8162650963917
8380-PEFPE,Masculino,False,False,True,1,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Conta Eletronica,71.65,71.65,Classe_00_12,True,0.8153785899587174
3707-GNWHM,Masculino,False,False,False,1,True,True,Fibra,False,False,False,False,False,False,Mensal,True,Conta Papel,74.25,74.25,Classe_00_12,True,0.8142479421916222
4282-YMKNA,Feminino,False,False,False,9,True,True,Fibra,False,False,False,False,False,False,Mensal,True,Conta Eletronica,74.75,706.6,Classe_00_12,True,0.8136155373177039
1569-TTNYJ,Masculino,False,True,False,5,True,True,Fibra,False,True,False,False,False,False,Mensal,True,Conta Eletronica,78.75,412.1,Classe_00_12,True,0.812425754845154
8443-WVPSS,Masculino,False,True,False,10,True,False,Fibra,False,True,False,True,True,True,Mensal,True,Conta Eletronica,99.85,990.9,Classe_00_12,True,0.812404503356414
1980-KXVPM,Feminino,True,False,False,3,True,True,Fibra,False,False,False,False,False,False,Mensal,True,Credito Automatico,75.05,256.25,Classe_00_12,True,0.8111899614170841
3091-FYHKI,Masculino,False,False,False,1,False,Sem Telefone,DSL,False,False,False,False,False,True,Mensal,True,Conta Eletronica,35.45,35.45,Classe_00_12,True,0.8110574163657309
6960-HVYXR,Feminino,False,False,False,1,True,True,Fibra,False,False,False,False,False,False,Mensal,False,Conta Eletronica,76.0,76.0,Classe_00_12,True,0.8109285780804589
4612-SSVHJ,Feminino,True,False,False,20,True,False,Fibra,False,False,False,False,False,True,Mensal,True,Conta Eletronica,81.45,1671.6,Classe_12_24,True,0.8108015376320692
6215-NQCPY,Masculino,False,False,False,15,True,True,Fibra,True,False,False,False,True,True,Mensal,True,Conta Eletronica,99.7,1566.75,Classe_12_24,True,0.8104900198044117
8266-VBFQL,Masculino,False,False,False,4,True,False,Fibra,False,False,True,True,False,True,Mensal,True,Conta Eletronica,90.4,356.65,Classe_00_12,True,0.8102992263602194
6416-TVAIH,Masculino,False,True,True,1,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Conta Eletronica,68.5,68.5,Classe_00_12,True,0.8097743889693653
8065-YKXKD,Feminino,False,False,False,10,True,True,Fibra,False,False,False,False,False,False,Mensal,True,Conta Eletronica,74.75,799.65,Classe_00_12,True,0.808958727331794
6702-OHFWR,Masculino,True,False,False,1,False,Sem Telefone,DSL,False,True,True,False,False,True,Mensal,True,Conta Eletronica,43.3,43.3,Classe_00_12,True,0.8087027023246588
3143-JQEGI,Feminino,False,True,True,13,True,False,Fibra,False,False,False,False,True,True,Mensal,False,Conta Eletronica,88.35,1222.8,Classe_12_24,True,0.8084418210392113
2619-WFQWU,Feminino,False,False,False,1,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Conta Papel,70.15,70.15,Classe_00_12,True,0.8080928643745067
0685-MLYYM,Feminino,True,False,False,2,True,False,Fibra,False,False,False,False,False,False,Mensal,False,Conta Eletronica,70.75,154.85,Classe_00_12,True,0.8070446877933438
0125-LZQXK,Masculino,False,False,False,15,True,False,Fibra,False,False,True,True,True,True,Mensal,True,Conta Eletronica,101.35,1553.95,Classe_12_24,True,0.8056093273360617
8290-YWKHZ,Feminino,True,True,False,32,True,True,Fibra,False,False,False,False,True,True,Mensal,True,Conta Eletronica,93.2,2931.0,Classe_24_48,True,0.8055974428616169
7615-ESMYF,Feminino,False,True,False,2,False,Sem Telefone,DSL,False,False,False,False,True,True,Mensal,False,Conta Eletronica,44.6,97.1,Classe_00_12,True,0.8055730143795978
8361-LTMKD,Masculino,True,True,False,4,True,True,Fibra,False,False,False,False,False,False,Mensal,True,Conta Papel,74.4,306.6,Classe_00_12,True,0.8051419764076623
4647-MUZON,Feminino,False,True,False,18,True,False,Fibra,False,False,True,False,True,True,Mensal,True,Credito Automatico,95.95,1745.5,Classe_12_24,True,0.8051211568158886
8035-PWSEV,Feminino,False,False,False,6,True,False,Fibra,False,False,True,True,False,True,Mensal,True,Conta Eletronica,89.25,487.05,Classe_00_12,True,0.8040571604350079
7379-FNIUJ,Masculino,False,False,False,2,True,False,Fibra,True,True,False,False,True,True,Mensal,False,Conta Eletronica,100.2,198.5,Classe_00_12,True,0.8039872636896422
2485-ITVKB,Feminino,False,True,False,2,False,Sem Telefone,DSL,False,False,False,False,False,True,Mensal,True,Conta Eletronica,35.1,68.75,Classe_00_12,True,0.803812190131362
9617-INGJY,Masculino,False,False,False,1,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Conta Papel,70.6,70.6,Classe_00_12,True,0.8037775507991682
0168-XZKBB,Feminino,False,True,False,19,True,True,Fibra,False,False,False,False,True,False,Mensal,True,Conta Eletronica,86.85,1564.4,Classe_12_24,True,0.8032671435494703
7908-QCBCA,Feminino,False,True,False,1,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Conta Papel,69.4,69.4,Classe_00_12,True,0.8023684076386072
4817-VYYWS,Feminino,False,False,False,30,True,True,Fibra,False,True,False,False,True,True,Mensal,True,Conta Eletronica,100.2,2983.8,Classe_24_48,True,0.802042732783449
5947-SGKCL,Feminino,False,True,True,15,True,True,Fibra,False,True,True,False,True,True,Mensal,True,Debito Automatico,105.35,1559.25,Classe_12_24,True,0.8015612434370242
3370-HXOPH,Feminino,False,False,False,3,True,True,Fibra,False,False,False,False,False,False,Mensal,False,Conta Eletronica,76.1,257.6,Classe_00_12,True,0.8013351594855443
5027-QPKTE,Masculino,False,True,False,7,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Conta Eletronica,69.35,451.1,Classe_00_12,True,0.8013110284936813
8481-YYXWG,Feminino,False,False,False,5,True,False,Fibra,False,True,False,True,False,True,Mensal,True,Conta Eletronica,89.35,461.7,Classe_00_12,True,0.8007720931340242
2856-HYAPG,Feminino,False,False,False,1,True,False,Fibra,False,False,False,False,False,False,Mensal,False,Conta Eletronica,68.65,68.65,Classe_00_12,True,0.8002434961376228
4124-MMETB,Masculino,False,False,False,22,True,True,Fibra,False,False,False,False,True,True,Mensal,True,Credito Automatico,94.65,2104.55,Classe_12_24,True,0.8001034803709762
5628-FCGYG,Masculino,False,False,False,21,True,True,Fibra,False,False,False,False,False,True,Mensal,True,Conta Eletronica,84.1,1737.45,Classe_12_24,True,0.8000703984373481
5366-IJEQJ,Masculino,False,False,False,20,True,True,Fibra,False,False,True,False,True,False,Mensal,True,Conta Eletronica,88.7,1761.45,Classe_12_24,True,0.7994016287918422
8648-PFRMP,Feminino,True,False,False,14,False,Sem Telefone,DSL,False,False,False,False,True,True,Mensal,True,Conta Eletronica,46.35,672.7,Classe_12_24,True,0.7982115856433923
3427-GGZZI,Feminino,False,True,False,19,True,True,Fibra,False,True,False,False,False,True,Mensal,True,Conta Eletronica,89.1,1620.8,Classe_12_24,True,0.7977583220774928
4585-HETAI,Feminino,False,True,True,4,True,False,Fibra,False,False,True,False,False,False,Mensal,True,Conta Eletronica,73.75,325.45,Classe_00_12,True,0.7968359056693407
1602-IJQQE,Feminino,False,False,False,4,True,True,Fibra,False,False,False,False,False,False,Mensal,False,Conta Eletronica,75.35,338.1,Classe_00_12,True,0.7961953993136469
7823-JSOAG,Masculino,False,False,False,3,True,True,Fibra,False,False,False,False,False,False,Mensal,False,Conta Eletronica,74.5,217.45,Classe_00_12,True,0.7960884994889399
7153-OANIO,Masculino,False,False,False,1,True,False,Fibra,False,False,False,False,False,False,Mensal,False,Conta Eletronica,69.95,69.95,Classe_00_12,True,0.7958134405601731
6137-NICCO,Feminino,False,True,True,6,True,True,Fibra,False,True,True,False,True,False,Mensal,True,Conta Papel,94.05,518.75,Classe_00_12,True,0.7951523623339664
7538-GWHML,Feminino,False,False,False,2,True,False,Fibra,False,False,False,False,False,False,Mensal,False,Conta Eletronica,69.65,145.15,Classe_00_12,True,0.7950017376888532
1571-SAVHK,Masculino,False,False,False,12,True,True,Fibra,False,False,False,True,True,True,Mensal,True,Conta Papel,99.95,1132.75,Classe_00_12,True,0.7945812796640656
8111-RKSPX,Masculino,False,False,False,4,True,True,Fibra,False,False,False,False,False,False,Mensal,True,Debito Automatico,72.2,305.55,Classe_00_12,True,0.7945589019709048
2665-NPTGL,Feminino,True,True,False,26,True,True,Fibra,False,False,True,False,True,True,Mensal,True,Debito Automatico,98.1,2510.7,Classe_24_48,True,0.7945042625555714
6993-OHLXR,Feminino,False,False,False,2,True,False,Fibra,False,False,False,False,False,False,Mensal,False,Conta Eletronica,68.95,119.75,Classe_00_12,True,0.7944869758651896
1236-WFCDV,Masculino,True,False,False,14,True,False,Fibra,False,False,False,False,True,True,Mensal,False,Credito Automatico,90.45,1266.1,Classe_12_24,True,0.7942186819863879
3420-YJLQT,Feminino,False,False,False,2,True,True,Fibra,False,True,False,False,False,False,Mensal,False,Conta Eletronica,79.55,151.75,Classe_00_12,True,0.7938667480898021
0315-LVCRK,Masculino,False,False,False,11,True,False,Fibra,False,False,True,False,False,True,Mensal,False,Conta Eletronica,84.8,888.75,Classe_00_12,True,0.7929997109123196
0495-ZBNGW,Masculino,True,True,False,5,True,True,Fibra,False,False,True,False,False,False,Mensal,True,Debito Automatico,79.9,343.95,Classe_00_12,True,0.7921341677741608
0620-DLSLK,Feminino,False,False,False,13,True,False,Fibra,False,False,False,False,True,False,Mensal,True,Conta Papel,81.9,1028.9,Classe_12_24,True,0.7918023368654613
1907-UBQFC,Masculino,True,False,False,10,True,False,Fibra,False,True,False,False,False,False,Mensal,True,Conta Eletronica,72.85,688.65,Classe_00_12,True,0.7914640140642073
3223-DWFIO,Masculino,True,False,False,4,True,False,Fibra,False,False,False,False,False,False,Mensal,False,Conta Eletronica,69.35,261.65,Classe_00_12,True,0.7912678617983555
2025-JKFWI,Masculino,False,False,False,13,True,True,Fibra,False,False,False,True,True,True,Mensal,True,Conta Papel,99.0,1301.7,Classe_12_24,True,0.791134325585439
1268-ASBGA,Feminino,True,True,False,16,True,True,Fibra,False,False,False,False,False,True,Mensal,True,Credito Automatico,85.35,1375.15,Classe_12_24,True,0.7910090360586015
6899-PPEEA,Feminino,True,False,False,37,True,True,Fibra,False,False,False,False,True,True,Mensal,True,Conta Eletronica,96.55,3580.3,Classe_24_48,True,0.7906483545932896
6198-ZFIOJ,Feminino,False,False,False,5,True,True,Fibra,False,False,False,False,False,False,Mensal,False,Conta Eletronica,75.6,402.5,Classe_00_12,True,0.7906264390255239
6175-IRFIT,Masculino,False,False,False,5,True,False,Fibra,False,False,False,False,False,True,Mensal,False,Conta Papel,78.75,426.35,Classe_00_12,True,0.790448260370343
4441-NIHPT,Feminino,True,False,False,13,True,False,Fibra,False,False,True,False,False,False,Mensal,True,Conta Eletronica,74.3,940.35,Classe_12_24,True,0.7902288618819678
5569-KGJHX,Feminino,False,True,True,9,True,True,Fibra,False,False,False,False,True,False,Mensal,True,Debito Automatico,85.35,754.65,Classe_00_12,True,0.7895566699961503
4450-DLLMH,Masculino,False,False,False,2,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Credito Automatico,71.3,157.75,Classe_00_12,True,0.7888748155876311
3916-NRPAP,Masculino,False,False,False,3,True,False,Fibra,False,False,True,False,False,True,Mensal,False,Credito Automatico,85.7,256.75,Classe_00_12,True,0.7882156886797314
9840-EFJQB,Feminino,False,False,False,1,True,False,Fibra,False,True,False,False,False,False,Mensal,False,Conta Eletronica,74.35,74.35,Classe_00_12,True,0.7880865542911429
7693-LCKZL,Masculino,False,True,True,5,True,True,Fibra,False,True,False,False,False,False,Mensal,True,Conta Eletronica,80.15,385.0,Classe_00_12,True,0.7878782181487423
1965-AKTSX,Feminino,True,False,False,14,True,True,Fibra,False,True,False,False,False,False,Mensal,True,Conta Eletronica,78.95,1101.85,Classe_12_24,True,0.7878756055833692
6029-WTIPC,Masculino,True,False,False,37,True,True,Fibra,False,False,True,False,True,True,Mensal,True,Conta Eletronica,101.1,3744.05,Classe_24_48,True,0.7868410667320935
9894-EZEWG,Feminino,False,False,False,1,True,False,Fibra,False,True,False,False,False,False,Mensal,True,Credito Automatico,74.3,74.3,Classe_00_12,True,0.786225129791304
3597-MVHJT,Feminino,False,False,False,27,True,True,Fibra,False,False,False,False,True,True,Mensal,True,Debito Automatico,95.6,2595.25,Classe_24_48,True,0.7855658070612722
2397-BRLOM,Masculino,True,True,True,8,True,False,Fibra,False,False,False,False,True,False,Mensal,True,Credito Automatico,80.45,583.45,Classe_00_12,True,0.784083422657634
8397-MVTAZ,Masculino,False,True,False,34,True,True,Fibra,False,False,True,False,True,True,Mensal,True,Conta Eletronica,100.05,3480.0,Classe_24_48,True,0.7838655147711505
7912-SYRQT,Feminino,False,False,False,7,True,True,Fibra,False,False,False,False,False,False,Mensal,True,Debito Automatico,75.1,552.95,Classe_00_12,True,0.7833127507309913
9647-ERGBE,Feminino,False,True,True,30,True,True,Fibra,False,False,True,False,True,True,Mensal,True,Conta Eletronica,100.05,3046.15,Classe_24_48,True,0.7823982150537222
2249-YPRNG,Feminino,False,True,True,20,True,True,Fibra,False,True,True,False,True,True,Mensal,True,Debito Automatico,105.85,2239.65,Classe_12_24,True,0.7808660525183956
9367-WXLCH,Masculino,False,False,False,8,True,True,Fibra,False,False,False,False,False,True,Mensal,False,Debito Automatico,84.5,662.65,Classe_00_12,True,0.7808028974445315
8008-HAWED,Masculino,False,False,False,14,False,Sem Telefone,DSL,False,False,True,False,True,True,Mensal,True,Conta Eletronica,50.75,712.75,Classe_12_24,True,0.7794671119966462
4822-NGOCH,Feminino,False,False,False,13,True,True,Fibra,False,True,True,False,False,False,Mensal,True,Conta Eletronica,84.45,1058.6,Classe_12_24,True,0.7788287682814922
8010-EZLOU,Masculino,True,False,False,15,True,True,Fibra,False,True,False,False,False,False,Mensal,True,Conta Eletronica,80.2,1217.25,Classe_12_24,True,0.7784882631007034
0378-TOVMS,Feminino,False,False,False,3,True,False,Fibra,False,False,False,True,False,True,Mensal,False,Conta Eletronica,85.8,272.2,Classe_00_12,True,0.7775649884062641
1086-LXKFY,Feminino,False,True,True,1,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Conta Papel,69.1,69.1,Classe_00_12,True,0.7774428037266234
0023-XUOPT,Feminino,False,True,False,13,True,True,Fibra,False,True,True,False,True,False,Mensal,False,Conta Eletronica,94.1,1215.6,Classe_12_24,True,0.7772361476347127
9355-NPPFS,Feminino,True,False,False,26,True,False,Fibra,False,False,False,False,False,True,Mensal,True,Conta Eletronica,78.8,2006.1,Classe_24_48,True,0.7764183203449924
8417-FMLZI,Masculino,False,True,True,6,True,False,Fibra,False,True,False,False,False,True,Mensal,True,Credito Automatico,83.55,477.55,Classe_00_12,True,0.7763541969935095
2860-RANUS,Feminino,True,False,False,20,True,True,Fibra,False,False,False,False,False,True,Mensal,True,Credito Automatico,85.8,1727.5,Classe_12_24,True,0.7761360491256862
0231-LXVAP,Masculino,False,False,False,1,True,False,Fibra,False,False,False,True,False,False,Mensal,True,Conta Eletronica,75.9,75.9,Classe_00_12,True,0.7759435447574565
1768-ZAIFU,Feminino,True,False,False,1,False,Sem Telefone,DSL,False,False,False,False,False,False,Mensal,True,Conta Eletronica,25.2,25.2,Classe_00_12,True,0.7757845755259939
4480-QQRHC,Feminino,True,False,False,8,True,False,Fibra,False,False,True,False,False,False,Mensal,True,Debito Automatico,74.05,600.15,Classe_00_12,True,0.7756448328143934
0311-UNPFF,Feminino,False,False,False,26,True,False,Fibra,False,False,False,False,True,True,Mensal,True,Debito Automatico,88.8,2274.35,Classe_24_48,True,0.7743758645199595
9912-GVSEQ,Feminino,True,True,False,26,True,True,Fibra,False,True,True,False,False,True,Mensal,True,Conta Eletronica,93.85,2381.55,Classe_24_48,True,0.7741395095427583
3496-LFSZU,Masculino,False,True,False,4,True,False,Fibra,False,False,False,False,False,False,Mensal,False,Conta Eletronica,70.5,294.2,Classe_00_12,True,0.7730908974138622
6907-NZZIJ,Feminino,False,False,False,36,True,True,Fibra,False,True,False,False,True,True,Mensal,True,Conta Eletronica,99.15,3615.6,Classe_24_48,True,0.773071081359185
5590-BYNII,Masculino,False,False,False,22,True,True,Fibra,True,False,False,False,True,True,Mensal,True,Conta Eletronica,100.75,2095.0,Classe_12_24,True,0.7729383728342702
1062-LHZOD,Masculino,False,True,True,1,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Conta Papel,69.9,69.9,Classe_00_12,True,0.7726398361345787
1689-YQBYY,Feminino,False,False,True,12,True,True,Fibra,False,False,False,False,False,False,Mensal,True,Conta Eletronica,76.6,893.0,Classe_00_12,True,0.7721690277905817
0115-TFERT,Masculino,False,True,False,21,True,True,Fibra,False,True,True,True,True,True,Mensal,True,Conta Eletronica,111.2,2317.1,Classe_12_24,True,0.7721501230685025
2408-WITXK,Feminino,True,False,False,10,False,Sem Telefone,DSL,False,False,False,False,False,True,Mensal,True,Conta Eletronica,34.7,329.8,Classe_00_12,True,0.7716551893519268
8949-JTMAY,Feminino,False,False,False,29,True,True,Fibra,False,False,True,False,True,True,Mensal,True,Credito Automatico,98.6,2933.2,Classe_24_48,True,0.7699704579263129
4059-IIEBK,Feminino,False,False,False,7,True,True,Fibra,False,True,False,False,False,False,Mensal,True,Debito Automatico,78.55,522.95,Classe_00_12,True,0.769635612412774
1740-CSDJP,Masculino,False,False,False,1,False,Sem Telefone,DSL,False,False,False,False,False,True,Mensal,True,Debito Automatico,35.25,35.25,Classe_00_12,True,0.7691297712402573
9565-DJPIB,Feminino,False,False,True,4,True,True,Fibra,False,True,False,False,True,False,Mensal,False,Conta Papel,89.6,365.65,Classe_00_12,True,0.7681785183540869
4998-IKFSE,Feminino,False,False,False,30,True,True,Fibra,False,False,True,False,True,True,Mensal,False,Conta Eletronica,100.45,3096.9,Classe_24_48,True,0.7680989537901267
6435-SRWBJ,Feminino,False,False,False,5,True,True,Fibra,False,False,True,True,False,False,Mensal,True,Conta Eletronica,82.75,417.75,Classe_00_12,True,0.7678420658041869
9050-QLROH,Masculino,False,False,False,18,True,True,Fibra,False,False,True,False,False,True,Mensal,True,Credito Automatico,90.7,1597.25,Classe_12_24,True,0.767366075551337
1866-RZZQS,Masculino,True,False,False,41,True,True,Fibra,False,False,True,False,True,True,Mensal,True,Conta Eletronica,98.4,4187.75,Classe_24_48,True,0.7673127494090695
6347-DCUIK,Masculino,False,False,False,10,True,True,Fibra,False,False,False,False,False,False,Mensal,True,Conta Papel,74.15,811.8,Classe_00_12,True,0.7670412146623132
9796-BPKIW,Masculino,True,False,False,8,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Credito Automatico,69.95,562.7,Classe_00_12,True,0.7669143724928725
9093-FPDLG,Feminino,False,False,False,11,True,False,Fibra,False,True,True,True,False,True,Mensal,True,Conta Eletronica,94.2,999.9,Classe_00_12,True,0.766844074338964
9436-ZBZCT,Masculino,False,False,False,14,True,True,Fibra,False,False,False,True,True,False,Mensal,True,Conta Eletronica,89.95,1178.4,Classe_12_24,True,0.7655848000058255
7495-OOKFY,Feminino,True,True,False,8,True,True,Fibra,False,True,False,False,False,False,Mensal,True,Credito Automatico,80.65,633.3,Classe_00_12,True,0.7655243248352107
7854-FOKSF,Masculino,False,False,False,1,False,Sem Telefone,DSL,False,False,False,False,False,True,Mensal,False,Conta Eletronica,35.9,35.9,Classe_00_12,True,0.7652799618941905
4301-VVZKA,Masculino,False,True,False,16,True,True,Fibra,False,False,False,False,False,False,Mensal,True,Conta Eletronica,75.4,1189.4,Classe_12_24,True,0.7641834366999412
5044-LRQAQ,Feminino,False,True,False,7,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Debito Automatico,69.2,477.55,Classe_00_12,True,0.7635018956201626
5117-IFGPS,Masculino,True,True,False,29,True,True,Fibra,False,False,False,False,False,True,Mensal,True,Conta Eletronica,84.3,2357.75,Classe_24_48,True,0.7624096827151589
9274-UARKJ,Feminino,False,False,False,15,True,False,Fibra,False,True,False,False,True,False,Mensal,True,Debito Automatico,83.2,1130.0,Classe_12_24,True,0.7615701221831394
7562-GSUHK,Feminino,False,False,False,16,True,False,Fibra,False,True,True,False,False,True,Mensal,True,Credito Automatico,93.2,1573.7,Classe_12_24,True,0.761288399036289
1307-ATKGB,Masculino,False,False,False,24,True,False,Fibra,False,True,True,False,False,True,Mensal,True,Conta Eletronica,89.55,2187.15,Classe_12_24,True,0.7610969776925075
3966-HRMZA,Feminino,True,False,False,3,True,False,Fibra,False,False,True,False,False,False,Mensal,False,Conta Papel,75.05,202.9,Classe_00_12,True,0.7602270657344912
9129-UXERG,Feminino,True,False,False,18,True,True,Fibra,False,True,False,True,True,True,Mensal,True,Credito Automatico,103.6,1806.35,Classe_12_24,True,0.7596461264478792
4919-MOAVT,Masculino,False,False,True,3,True,False,Fibra,False,False,False,False,False,False,Mensal,False,Conta Eletronica,69.65,220.1,Classe_00_12,True,0.7585467240070595
7365-BVCJH,Masculino,False,False,False,1,False,Sem Telefone,DSL,False,False,False,False,False,False,Mensal,True,Conta Eletronica,24.4,24.4,Classe_00_12,True,0.757523165081698
2080-CAZNM,Feminino,True,False,False,41,True,True,Fibra,False,True,True,False,True,True,Mensal,True,Conta Eletronica,104.4,4133.95,Classe_24_48,True,0.7575084664299351
7571-YXDAD,Feminino,False,False,False,2,True,True,Fibra,False,False,False,False,False,False,Mensal,False,Credito Automatico,74.9,147.15,Classe_00_12,True,0.7570748903402212
4369-HTUIF,Masculino,True,False,False,6,True,False,Fibra,True,False,False,False,True,False,Mensal,True,Debito Automatico,85.15,503.6,Classe_00_12,True,0.7569674073285887
6680-WKXRZ,Feminino,False,False,False,3,True,True,Fibra,False,False,False,False,False,False,Mensal,False,Debito Automatico,74.4,215.8,Classe_00_12,True,0.7569444985819724
5842-POCOP,Feminino,False,True,False,5,True,False,Fibra,True,False,True,False,False,True,Mensal,True,Conta Papel,88.9,454.15,Classe_00_12,True,0.7567411628436475
5884-GCYMI,Masculino,False,False,False,1,True,False,Fibra,False,False,False,False,False,False,Mensal,False,Conta Papel,69.4,69.4,Classe_00_12,True,0.7567275338863266
4373-MAVJG,Feminino,False,True,True,14,True,True,Fibra,False,True,False,False,False,True,Mensal,True,Debito Automatico,90.9,1259.0,Classe_12_24,True,0.7564874862775007
6260-ONULR,Masculino,False,False,False,1,True,False,DSL,False,False,False,False,True,True,Mensal,True,Conta Papel,62.8,62.8,Classe_00_12,True,0.7558617969476775
3211-AAPKX,Masculino,False,False,False,20,True,True,Fibra,False,False,False,True,True,True,Mensal,True,Conta Papel,98.55,2031.95,Classe_12_24,True,0.755590188836692
6551-GNYDG,Feminino,False,True,True,14,True,False,Fibra,False,False,False,False,False,True,Mensal,True,Debito Automatico,80.9,1152.8,Classe_12_24,True,0.7554869196668494
1658-TJVOA,Feminino,True,False,False,6,True,False,Fibra,True,False,False,False,False,False,Mensal,True,Conta Eletronica,74.1,450.9,Classe_00_12,True,0.7554524056736602
3951-NJCVI,Feminino,True,True,False,42,True,True,Fibra,False,False,False,False,True,True,Mensal,True,Conta Eletronica,95.05,3944.5,Classe_24_48,True,0.7554298729409953
9054-FOWNV,Masculino,False,True,True,22,True,True,Fibra,False,False,True,False,True,False,Mensal,True,Conta Eletronica,88.75,1885.15,Classe_12_24,True,0.7553331404407455
3627-FCRDW,Feminino,False,False,False,9,True,False,Fibra,False,False,False,False,False,False,Mensal,False,Conta Eletronica,71.0,672.55,Classe_00_12,True,0.7552881087523909
2656-FMOKZ,Feminino,True,False,False,15,True,True,Fibra,False,False,False,False,False,False,Mensal,True,Conta Papel,74.45,1145.7,Classe_12_24,True,0.7549687801012883
0027-KWYKW,Feminino,False,True,True,23,True,True,Fibra,False,False,False,False,True,False,Mensal,True,Conta Eletronica,83.75,1849.95,Classe_12_24,True,0.7547490831528614
2685-SREOM,Feminino,False,True,True,25,True,True,Fibra,False,False,True,False,False,True,Mensal,True,Conta Eletronica,89.1,2368.4,Classe_24_48,True,0.7544709733469096
6818-DJXAA,Feminino,False,False,True,10,True,False,Fibra,False,False,True,True,True,False,Mensal,True,Conta Eletronica,91.1,964.35,Classe_00_12,True,0.7538668143160728
4547-KQRTM,Feminino,False,False,False,10,True,True,Fibra,False,True,False,False,False,False,Mensal,True,Debito Automatico,80.05,830.7,Classe_00_12,True,0.7537204041909891
5599-HVLTW,Feminino,True,False,False,14,True,True,Fibra,False,False,True,False,False,False,Mensal,True,Debito Automatico,80.35,1058.1,Classe_12_24,True,0.7526534216956831
0524-IAVZO,Feminino,False,True,False,30,True,True,Fibra,False,False,False,False,False,True,Mensal,True,Conta Eletronica,85.0,2624.25,Classe_24_48,True,0.7521929179763528
6338-AVWCY,Masculino,False,False,False,3,False,Sem Telefone,DSL,False,False,True,False,True,False,Mensal,True,Conta Papel,40.15,130.75,Classe_00_12,True,0.7521668076670802
3797-VTIDR,Masculino,False,True,False,1,False,Sem Telefone,DSL,False,False,False,False,False,False,Mensal,True,Conta Eletronica,23.45,23.45,Classe_00_12,True,0.7507508620364951
9415-DPEWS,Feminino,False,False,False,18,True,True,Fibra,False,False,False,True,True,False,Mensal,True,Conta Eletronica,88.35,1639.3,Classe_12_24,True,0.7503615782242402
5520-FVEWJ,Feminino,False,True,True,12,True,True,Fibra,False,True,True,False,False,False,Mensal,True,Conta Eletronica,84.5,916.9,Classe_00_12,True,0.7496072796250625
1769-GRUIK,Feminino,False,False,False,18,True,False,Fibra,False,False,False,False,False,False,Mensal,True,Conta Eletronica,71.1,1247.75,Classe_12_24,True,0.7494681984132334
2504-DSHIH,Masculino,True,True,False,23,True,True,Fibra,False,False,False,False,False,True,Mensal,False,Conta Eletronica,86.8,1975.85,Classe_12_24,True,0.7493702072639784
1262-OPMFY,Feminino,False,True,False,9,True,False,Fibra,False,False,True,False,False,False,Mensal,True,Debito Automatico,75.75,655.9,Classe_00_12,True,0.749252728468152
0749-IRGQE,Feminino,True,True,False,13,False,Sem Telefone,DSL,False,False,False,False,True,True,Mensal,False,Conta Eletronica,45.3,528.45,Classe_12_24,True,0.7479481331235697
0219-YTZUE,Masculino,False,True,True,4,True,True,Fibra,False,True,True,False,False,False,Mensal,True,Debito Automatico,84.8,371.9,Classe_00_12,True,0.7471597250993028
0886-QGENL,Feminino,True,True,False,27,True,False,Fibra,True,False,True,False,True,True,Mensal,True,Conta Eletronica,101.25,2754.45,Classe_24_48,True,0.7464476209702284
4716-HHKQH,Masculino,True,True,False,20,True,True,Fibra,False,True,False,True,True,True,Mensal,False,Conta Eletronica,107.05,2172.05,Classe_12_24,True,0.7425500018980717
7590-VHVEG,Feminino,False,True,False,1,False,Sem Telefone,DSL,False,True,False,False,False,False,Mensal,True,Conta Eletronica,29.85,29.85,Classe_00_12,True,0.741919401800294
5669-SRAIP,Feminino,False,False,False,5,False,Sem Telefone,DSL,False,False,True,False,False,True,Mensal,False,Conta Eletronica,39.5,210.75,Classe_00_12,True,0.7403445400394806
0928-JMXNP,Masculino,True,True,False,4,False,Sem Telefone,DSL,False,False,True,False,False,False,Mensal,True,Conta Eletronica,29.9,118.25,Classe_00_12,True,0.74025428293982
9851-KIELU,Masculino,False,False,False,10,True,False,Fibra,True,True,True,True,True,True,Mensal,True,Conta Eletronica,110.1,1043.3,Classe_00_12,True,0.7400251435717072
